send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,result,Total Score,SSS,EQnQ,RFS,kelas_spbu,penalty_alerts
2025-10-25,2025-10-23,14-223364,I,2025,"JALAN BAYPASS BALIGE, KELURAHAN HIN",Kab. Toba Samosir,DODO,SBM Sibolga II Fuel,BOA1,BOA2,NOT CERTIFIED,84.42,87.33,76.04,88.12,Basic,"Masa Berlaku APAR, Izin Prinsip"
2025-10-23,2025-10-23,64-78509,VI,2025,JL. LINTAS KEMBAYAN KEC. KEMBAYAN,Kab Sanggau,DODO,SBM Kalbar II Fuel,BOA1,BOA2,NOT CERTIFIED,45.12,43.67,48.03,44.46,Basic,"CCTV, Grounding, Masa Berlaku APAR, APAB, DU Dispenser, Izin Prinsip, APAR, Pelumas"
2025-10-23,2025-10-23,64-75504,VI,2025,"JL. BELIDA RT.VIII KEL.TIMBAU KEC.TENGGARONG, Kab. Kutai Kartanegara",KAB. KUTAI KERTANEGA,DODO,SBM Kaltimut II Fuel,BOA1,BOA2,NOT CERTIFIED,80.73,75.00,83.71,82.80,Basic,"CCTV, Pelumas, Izin Prinsip"
2025-10-23,2025-10-22,64-75518,VI,2025,"Jl. YA LEJAU RT.02 RW.00, MUARA WAH",KAB. KUTAI KERTANEGA,DODO,SBM Kaltimut II Fuel,BOA1,BOA2,NOT CERTIFIED,68.67,68.33,73.56,65.25,Basic,"APAR, Izin Prinsip, Pelumas, Masa Berlaku APAR, CCTV"
2025-10-23,2025-10-22,34-42315,III,2025,"JL. RY.RANGKAS  LEUWI DAMAR DS.KALANG ANYAR KEC.KALANG ANYAR KAB.LEBAK, LEBAK",Kabupaten Lebak,DODO,SBM Banten III Fuel,BOA1,CA,CERTIFIED,91.91,83.33,92.52,97.88,Basic,
2025-10-23,2025-10-22,24-348164,II,2025,JL. LINTAS LIWA KEL. TAMBAK JAYA,Kab Pesisir Barat,DODO,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,69.35,60.00,73.57,73.34,Basic,Masa Berlaku APAR
2025-10-24,2025-10-22,24-32187,II,2025,JL. HANG JEBAT  RT. 024 RW.09 NO.08,Kab Ogan Kom Ulu Tim,DODO,SBM Sumsel III Fuel,BOA1,BOA2,NOT CERTIFIED,45.98,24.00,63.25,49.06,Basic,"Nol, CCTV, APAR, Masa Berlaku APAR, HP, Trims, Pelumas, Salam, Izin Prinsip, Grounding"
2025-10-23,2025-10-22,64-761019,VI,2025,JL. PROPINSI DS. BABULU DARAT KEC.,Kab Penajam Paser Ut,DODO,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,49.68,65.00,18.65,61.13,Basic,"APAR, Pelumas, Masa Berlaku APAR, APAB, CCTV, DU Dispenser, Nol, Izin Prinsip"
2025-10-23,2025-10-22,64-737003,VI,2025,"JL. SOEKARNO HATTA, DESA SABABIL KE",Kab Barito Selatan,DODO,SBM Kalteng III Fuel,BOA1,BOA2,NOT CERTIFIED,58.11,40.67,77.29,56.82,Basic,"CCTV, APAR, Pelumas, HP, Masa Berlaku APAR, Izin Prinsip"
2025-10-24,2025-10-22,24-323151,II,2025,DS.TULUNG SARI KEC.BELINTANG MULYA,Kab Ogan Kom Ulu Tim,DODO,SBM Sumsel III Fuel,BOA1,BOA2,NOT CERTIFIED,29.29,4.44,11.46,61.63,Basic,"APAR, Pelumas, Trims, HP, Salam, Izin Prinsip, Masa Berlaku APAR"
2025-10-23,2025-10-22,64-78516,VI,2025,"JALAN TRANS KALIMANTAN, DES/KEL. SU",Kab Sanggau,DODO,SBM Kalbar II Fuel,BOA1,BOA2,NOT CERTIFIED,68.86,46.67,89.31,69.60,Basic,"Pelumas, Izin Prinsip, APAR, Masa Berlaku APAR"
2025-10-22,2025-10-22,24-34518,II,2025,JL.TRANS SUMATERA NO.174 BARADATU,Kab Way Kanan,DODO,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,45.69,63.00,26.50,46.73,Basic,"Pelumas, CCTV, Izin Prinsip, Masa Berlaku APAR, APAB, APAR"
2025-10-22,2025-10-22,34-42314,III,2025,"DS. SIPAYUNG KEC. CIPANAS KAB. LEBAK., LEBAK",Kabupaten Lebak,DODO,SBM Banten III Fuel,BOA1,CA,CERTIFIED,95.08,86.00,99.09,98.88,Basic,
2025-10-23,2025-10-22,64-79501,VI,2025,JL. SEKADAU SINTANG DS. TAPANG SEMA,Kab Sekadau,DODO,SBM Kalbar II Fuel,BOA1,BOA2,NOT CERTIFIED,62.82,54.00,58.32,72.70,Basic,"Masa Berlaku APAR, Pelumas, Izin Prinsip"
2025-10-24,2025-10-22,14-236110,I,2025,JL. NASIONAL MEAULABOH T TUAN,Kab. Aceh Barat,DODO,SBM Aceh I Fuel,BOA1,BOA2,NOT CERTIFIED,84.76,73.67,84.00,93.85,Basic,
2025-10-24,2025-10-22,24-32164,II,2025,JL. HANG JEBAT,Kab Ogan Kom Ulu Tim,DODO,SBM Sumsel III Fuel,BOA1,BOA2,NOT CERTIFIED,67.22,46.33,71.62,79.00,Basic,"APAR, Izin Prinsip, Masa Berlaku APAR"
2025-10-23,2025-10-22,64-76103,VI,2025,"JL. PROVINSI KM.2 KEC. PENAJAM, KAB. Penajam Paser Utara",KAB. PENAJAM,DODO,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,45.8,62.67,7.19,61.66,Basic,"Pelumas, DU Dispenser, Izin Prinsip, Masa Berlaku APAR, Grounding"
2025-10-23,2025-10-22,34-43114,III,2025,"JL.RAYA SURADE DS.JAYAMUKTI KEC.SURADE, KODYA SUKABUMI",Kabupaten Sukabumi,DODO,SBM Sukabumi I Fuel,BOA1,CA,CERTIFIED,87.21,81.00,94.96,85.82,Basic,
2025-10-23,2025-10-22,64-75302,VI,2025,"JL. RAYA LOA JANAN RT.13, Kab. Kutai Kartanegara",KOTA SAMARINDA,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,39.46,45.33,21.19,48.75,Basic,"Pelumas, Masa Berlaku APAR, Izin Prinsip, Salam, Grounding, APAR"
2025-10-22,2025-10-22,24-347122,II,2025,JL. RAYA LINTAS TENGAH SUMATERA KEL,Kab Way Kanan,DODO,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,46.84,40.67,40.58,55.84,Basic,"APAR, APAB, Masa Berlaku APAR, Izin Prinsip, Pelumas"
2025-10-23,2025-10-22,64-78313,VI,2025,"JL. RAYA JUNGKAT, DESA PENITI LUAR",Kab Mempawah,DODO,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,56.56,42.00,74.78,53.87,Basic,"Izin Prinsip, Trims, Masa Berlaku APAR, Grounding, APAB, APAR"
2025-10-22,2025-10-22,64-77310,VI,2025,"JL. BAYANUDIN RT.001 RW.00,",Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,CA,CERTIFIED,91.32,83.00,95.21,94.65,Basic,
2025-10-22,2025-10-22,64-73804,VI,2025,"JL. PAHLAWAN KEL.BUNTOK KOTA KEC.DUSUN SELATAN, KAB. BARITO SELATAN",KAB. BARITO SELATAN,DODO,SBM Kalteng III Fuel,BOA1,BOA2,NOT CERTIFIED,70.87,69.33,83.45,62.61,Basic,"CCTV, Izin Prinsip, Masa Berlaku APAR, APAR, Pelumas"
2025-10-24,2025-10-21,24-331144,III,2025,"Jl. Kampak, Pangkal Pinang",KODYA PANGKAL PINANG,DODO,SBM Babel I,BOA1,CA,CERTIFIED,93.95,86.33,100.00,95.12,Basic,
2025-10-23,2025-10-21,44-59326,IV,2025,JL. RAYA SEDANG MEJOBO KEL. BULUCAN,Kab. Kudus,DODO,SBM Semarang III Fuel,BOA1,CA,CERTIFIED,95.16,86.33,100.00,98.01,Basic,
2025-10-22,2025-10-21,64-773002,VI,2025,LOKASI SAMBALIUNG,Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,27.16,38.33,4.51,34.92,Basic,"Masa Berlaku APAR, CCTV, Izin Prinsip, Grounding, Pelumas, APAB, APAR"
2025-10-24,2025-10-21,14-236498,I,2025,"Jalan Banda Aceh - Meulaboh, Desa Kuta Tuha, Kecamatan Panga, Kab. Aceh Jaya",Kab. Aceh Jaya,DODO,SBM Aceh I Fuel,BOA1,BOA2,NOT CERTIFIED,55.54,27.33,59.78,73.38,Basic,"HP, Masa Berlaku APAR, Pelumas, Nol, Salam, Izin Prinsip, APAR"
2025-10-22,2025-10-21,34-43209,III,2025,DS.CIJEDIL CIHERANG,Kabupaten Cianjur,DODO,SBM Sukabumi I Fuel,BOA1,CA,CERTIFIED,93.64,88.33,100.00,93.12,Basic,
2025-10-25,2025-10-21,74-91673,VII,2025,"Jl. Jurusan Pinrang Simae, Kab. Sidrap",Kab. Sidrap,DODO,SBM Sulselbar III Fuel,BOA1,CA,CERTIFIED,92.5,85.00,100.00,92.50,Basic,
2025-10-22,2025-10-21,64-75305,VI,2025,"JL. RAYA POROS BONTANG KM.7 DESA SUKA RAHMAT KEC.TELUK PANDAN, KOTA BONTANG",KAB. KUTAI TIMUR,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,58.01,41.33,72.21,59.88,Basic,"Masa Berlaku APAR, Pelumas, APAB, Salam, APAR, Grounding, Izin Prinsip"
2025-10-22,2025-10-21,64-78322,VI,2025,"JL. PRAMUKA KEL.SUNGAI RENGAS, KEC.",Kab Kubu Raya,DODO,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,83.57,84.33,75.51,89.43,Basic,
2025-10-21,2025-10-21,34-42307,III,2025,"JL. RAYA MALINGPING, PDG, LEBAK",Kabupaten Lebak,DODO,SBM Banten III Fuel,BOA1,CA,CERTIFIED,93.69,86.00,99.04,95.36,Basic,
2025-10-21,2025-10-21,24-34523,II,2025,LOKASI BLAMBANGAN UMPU,Kab Way Kanan,DODO,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,43.61,38.67,30.33,57.54,Basic,"Izin Prinsip, Masa Berlaku APAR, Pelumas, APAR"
2025-10-22,2025-10-21,64-76122,VI,2025,Jl.Negara KM 42 Desa Bukit Raya Kec.Sepaku,KAB. PENAJAM,DODO,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,71.2,53.00,80.38,77.03,Basic,"Grounding, Pelumas, Izin Prinsip"
2025-10-22,2025-10-21,64-77303,VI,2025,JL. MALUANG DESA MALUANG,Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,52.73,53.33,60.42,45.40,Basic,"Masa Berlaku APAR, Pelumas, Izin Prinsip, APAR, APAB"
2025-10-24,2025-10-21,14-275547,I,2025,"Jl. Lintas Sumatera, Koto Baru, Kec. Koto Baru, Kabupaten Dharmasraya",Kab. Dharmas Raya,DODO,SBM Sumatera Barat II Fuel,BOA1,BOA2,NOT CERTIFIED,48.52,33.00,64.43,48.30,Basic,"Masa Berlaku APAR, Pelumas, Grounding, DU Dispenser, APAR, Salam, Izin Prinsip"
2025-10-21,2025-10-21,54-86508,V,2025,DS. POTA KEC. SAMBI RAMPAS,Kab Manggarai,DODO,SBM NTT III Fuel,BOA1,BOA2,NOT CERTIFIED,57.15,31.33,76.80,61.78,Basic,"HP, Pelumas, Masa Berlaku APAR, Trims"
2025-10-21,2025-10-21,24-347149,II,2025,JL. RAYA LINTAS TENGAH TRANS SUMATE,Kab Way Kanan,DODO,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,41.53,45.67,20.44,54.56,Basic,"CCTV, Pelumas, Masa Berlaku APAR, APAR, APAB, Izin Prinsip"
2025-10-21,2025-10-21,54-80808,V,2025,DESA NUSU KEC.KUBU AMLAPURA,Kab Karangasem,DODO,SBM Bali III Fuel,BOA1,BOA2,NOT CERTIFIED,56.37,58.33,38.85,66.80,Basic,"HP, Izin Prinsip, CCTV, Pelumas, APAR"
2025-10-22,2025-10-21,64-73901,VI,2025,JL.JEND.SUDIRMAN RT.05/III BERIW,Kab Murung Raya,DODO,SBM Kalteng III Fuel,BOA1,BOA2,NOT CERTIFIED,72.48,62.33,91.79,65.78,Basic,"Masa Berlaku APAR, CCTV, Pelumas, Izin Prinsip, APAR"
2025-10-22,2025-10-21,64-75307,VI,2025,"JL. MT HARYONO NO. 53, KOTA BONTANG",KOTA BONTANG,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,50.41,42.67,53.21,54.12,Basic,"Grounding, Pelumas, Salam, Masa Berlaku APAR, Nol, APAR, Izin Prinsip"
2025-10-21,2025-10-21,64-77301,VI,2025,LOKASI KAB. BERAU,Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,39.27,32.67,50.32,35.29,Basic,"Grounding, APAR, DU Dispenser, CCTV, Izin Prinsip, Pelumas, HP, Masa Berlaku APAR, APAB"
2025-10-23,2025-10-21,34-42213,III,2025,Jalan Raya Carita Pantai Matahari Kp. Bengras desa sukanagara Pandeglang - Banten,Kabupaten Pandeglang,DODO,SBM Banten III Fuel,BOA1,BOA2,NOT CERTIFIED,77.43,64.67,87.64,79.21,Basic,"Grounding, Pelumas, CCTV"
2025-10-21,2025-10-20,64-77304,VI,2025,JL. H. ISA III TANJUNG REDEB,Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,45.77,27.00,56.78,50.89,Basic,"Izin Prinsip, CCTV, Trims, Grounding, Nol, APAB, Pelumas"
2025-10-25,2025-10-20,34-17519,III,2025,"DS. MANGUNJAYA, TAMBUN",Kabupaten Bekasi,DODO,SBM Karawang I Fuel,BOA1,CA,CERTIFIED,88.5,85.00,87.41,91.82,Basic,
2025-10-21,2025-10-20,64-76105,VI,2025,"JL. LETJEND. SUPRAPTO KEBUN SAYUR, Kodya Balikpapan",KOTA BALIKPAPAN,DODO,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,39.56,56.67,3.59,53.42,Basic,"DU Dispenser, Masa Berlaku APAR, Pelumas, Izin Prinsip, APAR, CCTV, Nol, APAB"
2025-10-25,2025-10-20,74-91101,VII,2025,"Jl. Bau Massepe Kota Parepare, Kota Parepare",Kodya Parepare,DODO,SBM Sulselbar III Fuel,BOA1,BOA2,NOT CERTIFIED,90.39,89.67,99.04,84.44,Basic,"Izin Prinsip, Pelumas"
2025-10-21,2025-10-20,34-42209,III,2025,"JL. RAYA LABUAN KEL.SENANGSARI PNDLG, PANDEGLANG",Kabupaten Pandeglang,DODO,SBM Banten III Fuel,BOA1,CA,CERTIFIED,91.69,87.33,98.99,89.61,Basic,
2025-10-21,2025-10-20,54-68132,V,2025,"DESA YOSORATI, KEC.SUMBER BARU, Kab. Jember",Kab. Jember,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,76.52,61.67,83.45,82.41,Basic,"Izin Prinsip, Masa Berlaku APAR"
2025-10-21,2025-10-20,64-75310,VI,2025,"JL. POROS BONTANG-SANGATTA KEC. SANGATTA SELATAN, KAB. KUTAI TIMUR",KAB. KUTAI TIMUR,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,55.31,40.33,74.52,52.12,Basic,"APAB, Izin Prinsip, APAR, Masa Berlaku APAR, Pelumas, Salam"
2025-10-21,2025-10-20,64-78703,VI,2025,JL. PUTUSSIBAU SINTANG DS. TEKUDAK,Kab Kapuas Hulu,DODO,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,61.74,40.67,84.85,60.36,Basic,"Izin Prinsip, Pelumas, APAR, Masa Berlaku APAR, HP"
2025-10-21,2025-10-20,64-76127,VI,2025,"Jl Ahmad Yani, No 51 , Gunungsari Ulu. Kodya Balikpapan",Kota Balikpapan,DODO,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,62.06,75.00,30.78,75.56,Basic,"DU Dispenser, Masa Berlaku APAR, Izin Prinsip, Pelumas"
2025-10-23,2025-10-20,14-275562,I,2025,"Jl. Lintas Sumatera, Limo Koto, Kec. Koto VII, Kabupaten Sijunjung",Kab. Sawah Lunto SJJ,DODO,SBM Sumatera Barat II Fuel,BOA1,BOA2,NOT CERTIFIED,55.41,48.67,76.04,44.92,Basic,"APAR, Salam, Pelumas, Izin Prinsip, Masa Berlaku APAR, APAB"
2025-10-25,2025-10-20,74-93704,VII,2025,"JL. POROS POLEANG, KEL. BAMBAEA - P",Kab Bombana,DODO,SBM Sultra II Fuel,BOA1,CA,CERTIFIED,89.84,86.33,91.38,91.33,Basic,
2025-10-21,2025-10-20,64-77305,VI,2025,JL. BUJANGGA RT.08 KEL. BENDUNGUN,Kab Berau,DODO,SBM Kaltimut III Fuel,BOA1,BOA2,NOT CERTIFIED,61.02,43.00,72.21,65.43,Basic,"CCTV, Izin Prinsip, APAB, Salam, Pelumas"
2025-10-22,2025-10-20,34-42211,III,2025,"Jl. Raya  Labuan Km 13 Cisantri Pandeglang, PANDEGLANG",Kabupaten Pandeglang,DODO,SBM Banten III Fuel,BOA1,BOA2,NOT CERTIFIED,79.22,68.67,80.26,86.34,Basic,"Izin Prinsip, CCTV"
