send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,result,Total Score,SSS,EQnQ,RFS,kelas_spbu,penalty_alerts
2025-09-27,2025-09-23,84-97704,VIII,2025,Jl. Raya Wosia Tobelo,Kab Halmahera Utara,DODO,SBM Maluku Utara II,BOA1,BOA2,NOT CERTIFIED,67.73,63.00,74.57,65.43,Basic,"Nol, Safetyman, Pelumas, ST Air, Masa Berlaku APAR, Izin Prinsip"
2025-09-25,2025-09-22,14-201172,I,2025,"JL GAPERTA UJUNG, KELURAHAN TANJUNG",Kota Medan,DODO,SBM Medan I Fuel,BOA1,BOA2,NOT CERTIFIED,71.38,65.67,91.93,59.82,Basic,"Masa Berlaku APAR, Izin Prinsip, ST Air, Safetyman"
2025-09-26,2025-09-22,14-252516,I,2025,JL. DR. HAKIM KEL. PSR LABAN,Kota Padang,DODO,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,34.24,28.00,45.04,30.82,Basic,"DU Dispenser, Breakaway Valve, Masa Berlaku APAR, APAR, Izin Prinsip, Safetyman, Nol, Pelumas, Ducting, ST Air, ST Manhole"
2025-09-26,2025-09-22,74-90515,VII,2025,Jln. A.P. Pettarani no. 93 Kota Maros,Kab Maros,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,68.43,60.67,67.18,74.77,Basic,"Pelumas, Safetyman, CCTV, Izin Prinsip"
2025-10-09,2025-09-22,24-353161,II,2025,JL. KH GHOLIB PODOREJO RT 01 RW 02,Kab. Lampung Selatan,DODO,SBM Lampung I Fuel,BOA1,BOA2,NOT CERTIFIED,91.96,89.00,98.99,88.79,Basic,ST Air
2025-09-26,2025-09-22,14-256107,I,2025,"Jl. Raya Paadang-Bengkulu, Koto VIII Palangai, Kec. Ranah Pesisir",Kab Pesisir Selatan,DODO,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,35.07,37.00,18.42,46.25,Basic,"APAR, Produk JBU, Nol, Masa Berlaku APAR, Pelumas, Breakaway Valve, Salam, Izin Prinsip, Safetyman"
2025-09-25,2025-09-22,14-242104,I,2025,JL. BANDA ACEH MEDAN DS. KARIENG,Kab Bireun,DODO,SBM Aceh II Fuel,BOA1,BOA2,NOT CERTIFIED,68.41,51.33,84.09,68.90,Basic,"Masa Berlaku APAR, Safetyman, Pelumas, Izin Prinsip, Nol, APAR"
2025-09-26,2025-09-22,74-90502,VII,2025,Jl. Poros Maros â€“ Pangkep (Belang-belang),Kab Maros,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,62,49.00,76.04,60.30,Basic,"Izin Prinsip, CCTV, APAR, Ducting, Pelumas, ST Air, Safetyman"
2025-09-23,2025-09-22,34-44131,III,2025,"JL. IBRAHIM AJI, KEL. RANCABANGO, K",Kab Garut,,SBM Bandung III Fuel,BOA1,BOA2,NOT CERTIFIED,78,61.33,75.38,92.48,Basic,Masa Berlaku APAR
2025-09-26,2025-09-22,54-60119,V,2025,JL. GRESIK NO. 97,Kota Surabaya,DODO,SBM Surabaya I Fuel,BOA1,BOA2,NOT CERTIFIED,37.99,45.67,31.14,37.27,Basic,"Ducting, Izin Prinsip, Masa Berlaku APAR, Pelumas, Breakaway Valve, ST Air, HP, APAR, APAB, Safetyman"
2025-09-25,2025-09-22,54-83608,V,2025,Jl. Sukarno Hatta Ds. Rumbuk Kec. Sakra,Kab Lombok Timur,DODO,SBM NTB I Fuel,BOA1,CA,CERTIFIED,94.7,92.33,98.47,93.55,Basic,
2025-09-23,2025-09-22,54-80339,V,2025,JL. RAYA DARMASABE KEL. DARMASABA K,Kab Badung,DODO,SBM Bali II Fuel,BOA1,BOA2,NOT CERTIFIED,61,50.67,63.62,67.41,Basic,"Breakaway Valve, APAR, HP, Safetyman, ST Air"
2025-09-26,2025-09-22,14-256105,I,2025,"JL. RAYA PADANG ENGKULU, KEL.HAJI",Kab Pesisir Selatan,DODO,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,58.27,45.33,68.84,60.05,Basic,"Trims, APAR, Izin Prinsip, Masa Berlaku APAR, Safetyman, Pelumas, Salam"
2025-09-26,2025-09-22,54-86509,V,2025,"Jl. Raya Ruteng-Labuan Bajo Km 4 Wilayah Mena, Kelurahan Wali",Kab Manggarai,DODO,SBM NTT III Fuel,BOA1,BOA2,NOT CERTIFIED,66.14,67.33,63.88,66.46,Basic,"ST Air, Ducting, Safetyman"
2025-09-29,2025-09-22,34-17417,III,2025,JL.Raya Jatiasih Pekayon,Kota Bekasi,,SBM Karawang I Fuel,BOA1,CA,CERTIFIED,92.6,89.00,100.00,89.86,Basic,
2025-09-22,2025-09-22,34-44119,III,2025,JL. Raya Samarang Cinta Rakyat,Kab Garut,,SBM Bandung III Fuel,BOA1,BOA2,NOT CERTIFIED,53.43,49.00,70.48,43.27,Basic,"APAR, APAB, Breakaway Valve, EDC, Grounding, Safetyman, Masa Berlaku APAR, ST Manhole, Izin Prinsip"
2025-09-25,2025-09-22,53-83611,V,2025,"Jl. Raya Masbagik â€“ Pancor, KM. 45",Kab Lombok Timur,,SBM NTB I Fuel,BOA1,BOA2,NOT CERTIFIED,85.9,80.67,95.44,82.68,Basic,"APAR, Breakaway Valve, Safetyman"
2025-09-26,2025-09-22,74-92108,VII,2025,Jl. Andi Tonro - Gowa,Kab Gowa,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,63.89,58.33,70.29,63.29,Basic,"Breakaway Valve, Izin Prinsip, ST Air, Safetyman"
2025-09-23,2025-09-22,54-80160,V,2025,JL. SETIABUDI 36 LINGK. BR. PANTI S,Kota Denpasar,DODO,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,87.07,77.33,94.35,89.08,Basic,CCTV
2025-09-22,2025-09-20,24-34520,II,2025,Jl. Lintas Sumatera Ds. Bernah,Kab Lampung Utara,,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,48.11,66.67,22.00,53.06,Basic,"Izin Prinsip, Safetyman, Masa Berlaku APAR, Pelumas, APAR"
2025-09-25,2025-09-20,74-92179,VII,2025,Jl.Poros GowaTakalar,Kab Gowa,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,59.82,60.67,53.06,63.75,Basic,"Breakaway Valve, Safetyman, Masa Berlaku APAR, Izin Prinsip"
2025-09-22,2025-09-20,34-16124,III,2025,"Jalan K.H.R. Abdullah Bin Nuh,Bubulak, Bogor Barat,",Kab Bogor,,SBM Jabode V Fuel,BOA1,BOA2,NOT CERTIFIED,61.75,46.00,52.52,79.88,Basic,"Izin Prinsip, Masa Berlaku APAR, Pelumas"
2025-09-22,2025-09-20,24-34582,II,2025,"Jl. Raya Kembang Tanjung, Kota Bumi",Kab Lampung Utara,,SBM Lampung III Fuel,BOA1,BOA2,NOT CERTIFIED,37.66,46.67,18.17,45.32,Basic,"APAR, Izin Prinsip, Safetyman, ST Manhole, Pelumas, Masa Berlaku APAR"
2025-09-25,2025-09-20,54-60256,V,2025,JL. RAYA RUNGKUT,Kota Surabaya,DODO,SBM Surabaya I Fuel,BOA1,BOA2,NOT CERTIFIED,55.8,74.67,49.43,46.51,Basic,"Safetyman, Breakaway Valve, Masa Berlaku APAR, APAB, Izin Prinsip, APAR"
2025-09-27,2025-09-20,84-97501,VIII,2025,Jl. Raya Tulehu Kec. Sala Hutu,Kab. Maluku Tengah,DODO,SBM Maluku I,BOA1,BOA2,NOT CERTIFIED,54,40.67,73.56,49.06,Basic,"Nol, Pelumas, APAR, APAB, Salam, Safetyman, Izin Prinsip, Masa Berlaku APAR, ST Air"
2025-09-22,2025-09-20,34-44112,III,2025,JL. Raya Karang Pawitan,Kab Garut,,SBM Bandung III Fuel,BOA1,BOA2,NOT CERTIFIED,52.45,36.33,68.46,52.06,Basic,"EDC, Breakaway Valve, APAB, Salam, CCTV, ST Manhole, Masa Berlaku APAR, Pelumas"
2025-09-25,2025-09-20,54-60260,V,2025,JL. MEDOKAN AYU 20 - RUNGKUT,Kota Surabaya,DODO,SBM Surabaya I Fuel,BOA1,BOA2,NOT CERTIFIED,62.06,60.00,61.96,63.51,Basic,"Safetyman, Breakaway Valve, APAR, Izin Prinsip"
2025-09-25,2025-09-20,74-92106,VII,2025,Jl. Poros Gowa-Takalar Kel. Kalaserena ,Kab Gowa,,SBM Sulselbar I Fuel,BOA1,BOA2,NOT CERTIFIED,63.2,56.67,57.90,72.00,Basic,"Safetyman, Trims, Izin Prinsip"
2025-09-26,2025-09-20,54-86302,V,2025,"Jl. Imam Bonjol, Ndao Ende",Kab Ende,,SBM NTT II Fuel,BOA1,BOA2,NOT CERTIFIED,69.9,58.00,80.64,70.21,Basic,"Safetyman, APAR"
2025-09-22,2025-09-19,34-40511,III,2025,JL. Raya Mahar Martanegara Leuwi Gajah,Kota Cimahi,,SBM Bandung I Fuel,BOA1,BOA2,NOT CERTIFIED,54.96,55.00,59.78,50.87,Basic,"Masa Berlaku APAR, ST Air, Pelumas, APAR, Grounding, ST Manhole, Salam, Safetyman"
2025-09-22,2025-09-19,54-68314,V,2025,JL. RAYA KOTAKAN RT 008 RW 003 DS.,Kab Situbondo,,SBM Malang III Fuel,BOA1,BOA2,NOT CERTIFIED,56.94,34.67,70.97,63.12,Basic,"Masa Berlaku APAR, Salam, Nol, Safetyman, Pelumas"
2025-09-23,2025-09-19,54-81120,V,2025,"JL SURAPATI NO.12 SERIRIT, SERIRIT",Buleleng,,SBM Bali III Fuel,BOA1,BOA2,NOT CERTIFIED,72.09,74.33,72.96,69.51,Basic,"EDC, CCTV, Izin Prinsip, Pelumas, Safetyman, APAR, Masa Berlaku APAR, Grounding"
2025-09-25,2025-09-19,14-205170,I,2025,JL.BESAR BANGUN PURBA DESA PETUMBUK,Kab Serdang Bedagai,DODO,SBM Medan II Fuel,BOA1,BOA2,NOT CERTIFIED,59.73,61.67,70.34,50.32,Basic,"APAR, Masa Berlaku APAR, Nol, Safetyman, HP, Pelumas, Izin Prinsip, Grounding"
2025-09-22,2025-09-19,34-45239,III,2025,"JL. RAYA JANGGA - TERISI, DS. PEGAG",Kab Indramayu,DODO,SBM Cirebon II Fuel,BOA1,BOA2,NOT CERTIFIED,0,0,0,0,Basic,
2025-09-27,2025-09-19,84-97101,VIII,2025,Jl. Slamet Riyadi Belakang Kota,Kota Ambon,DODO,SBM Maluku I,BOA1,BOA2,NOT CERTIFIED,62.47,50.33,69.31,66.45,Basic,"APAR, Nol, ST Air, Izin Prinsip, DU Dispenser, APAB, Safetyman"
2025-09-23,2025-09-19,54-84314,V,2025,JL. SUMBAWA-LUYUK DS. LESENG KEL. L,Kab Sumbawa,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,66.24,67.33,60.42,69.80,Basic,"APAR, CCTV, Izin Prinsip, Pelumas"
2025-09-27,2025-09-19,24-39143,II,2025,JL. PRAMUKA AIR MELES ATAS,Kab Rejang Lebong,,SBM Bengkulu II Fuel,BOA1,BOA2,NOT CERTIFIED,69.69,63.00,89.31,60.0,Basic,"Pelumas, ST Air, Masa Berlaku APAR, HP, Breakaway Valve, Izin Prinsip"
2025-09-22,2025-09-19,34-44127,III,2025,JL. RAYA CILAWU DESA CILAWU KEC. CI,Kab Garut,DODO,SBM Bandung III Fuel,BOA1,BOA2,NOT CERTIFIED,81.02,70.67,87.54,83.96,Basic,"Izin Prinsip, Masa Berlaku APAR, CCTV"
2025-09-25,2025-09-19,74-91905,VII,2025,"Jl. Tandipau, Palopo",Kota Palopo,DODO,SBM Sulselbar IV Fuel,BOA1,BOA2,NOT CERTIFIED,87.15,85.67,100.00,78.62,Basic,"Breakaway Valve, Masa Berlaku APAR, Pelumas, Safetyman, CCTV, Izin Prinsip"
2025-09-23,2025-09-19,54-82118,V,2025,DS. MEGATI KEC. SELEMADEG TIMUR,Kab Tabanan,DODO,SBM Bali II Fuel,BOA1,BOA2,NOT CERTIFIED,50.96,66.67,39.27,47.43,Basic,"Ducting, Izin Prinsip, Safetyman, APAB, APAR, ST Air, Pelumas"
2025-09-23,2025-09-19,51-84301,V,2025,JL. RAYA KEBAYAN,Kab Sumbawa,COCO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,49.77,43.33,55.29,50.17,Basic,"Pelumas, Salam, Izin Prinsip, APAB, CCTV, ST Manhole, APAR, Nol, Breakaway Valve"
2025-09-29,2025-09-18,14-211304,I,2025,"JL. ASAHAN, DESA DOLOK HUTARAN, KEC",Kab Asahan,DODO,SBM Medan IV Fuel,BOA1,BOA2,NOT CERTIFIED,41.13,33.67,19.44,63.08,Basic,"APAB, Pelumas, Trims, HP, CCTV, Nol, DU Dispenser, Masa Berlaku APAR, APAR, Izin Prinsip, Salam"
2025-09-19,2025-09-18,24-341142,II,2025,JL. ADI JAYA BUMI KENCANA TERBANGGI,Kab Lampung Tengah,,SBM Lampung II Fuel,BOA1,BOA2,NOT CERTIFIED,62.69,60.67,67.22,60.80,Basic,"Masa Berlaku APAR, DU Dispenser, APAR, ST Air, Safetyman, Pelumas"
2025-09-29,2025-09-18,14-211211,I,2025,"JL. MEDAN KM.5,5",Kota Medan,DODO,SBM Medan I Fuel,BOA1,BOA2,NOT CERTIFIED,60.13,69.67,34.83,71.66,Basic,"Izin Prinsip, APAR"
2025-09-27,2025-09-18,24-331156,II,2025,DS. TEMAYANG KEL. RIAS KEC. TOBOALI,Kota Pangkal Pinang,DODO,SBM Babel I,BOA1,BOA2,NOT CERTIFIED,85.65,94.67,77.00,85.38,Basic,"Grounding, Safetyman"
2025-09-26,2025-09-18,14-256506,I,2025,JL. DS. INDRAPURA KEC. PANJUNG SOAL,Kab Pesisir Selatan,DODO,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,30.84,50.33,17.92,25.92,Basic,"Izin Prinsip, APAR, Breakaway Valve, Masa Berlaku APAR, ST Air, Safetyman, Nol, Grounding, Pelumas"
2025-09-27,2025-09-18,84-97105,VIII,2025,Jl. Ir. M. Putuhena Wayame,Kota Ambon,DODO,SBM Maluku I,BOA1,BOA2,NOT CERTIFIED,58.32,54.67,67.84,54.04,Basic,"Safetyman, APAR, Grounding, Pelumas, Nol, Izin Prinsip, ST Air"
2025-09-27,2025-09-18,84-99101,VIII,2025,Jl Samudra Maya Dok V Bawah,Kota Jayapura,DODO,SBM Papua I,BOA1,BOA2,NOT CERTIFIED,75.43,76.67,82.11,68.93,Basic,"APAR, Safetyman, Pelumas, Izin Prinsip"
2025-09-26,2025-09-18,13-256520,I,2025,"JL. PADANG-MUKO MUKO, KEL. NAGAR",Kab Pesisir Selatan,,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,54.19,44.67,61.96,55.50,Basic,"Salam, Izin Prinsip, Masa Berlaku APAR, Nol, Pelumas, Safetyman, APAR, Breakaway Valve"
2025-09-18,2025-09-18,54-68110,V,2025,JL.BRAWIJAYA 116 MANGLI,Kab Jember,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,68.51,65.33,75.51,65.65,Basic,"Izin Prinsip, Safetyman, Pelumas, ST Air, APAR, Masa Berlaku APAR"
2025-09-23,2025-09-18,54-84305,V,2025,DS. LABUHAN BONTO KEC. EMPANG,Kab Sumbawa,DODO,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,54.15,56.33,53.62,52.47,Basic,"Salam, Izin Prinsip, Breakaway Valve, Pelumas, CCTV, APAR, Safetyman"
2025-09-18,2025-09-18,54-68139,V,2025,JL. AIRLANGGA DESA ROWOTAMTU KEC. R,Kab Jember,DODO,SBM Malang II Fuel,BOA1,BOA2,NOT CERTIFIED,64.27,49.33,76.04,66.56,Basic,"Pelumas, Masa Berlaku APAR, ST Air, Safetyman, APAR"
