send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,result,Total Score,SSS,EQnQ,RFS,kelas_spbu,penalty_alerts
2025-11-26,2025-11-25,54-63121,V,2025,Jl. Raya Dungus Ds. Banjarsari Dagangan,Kab Madiun,DODO,SBM Kediri III Fuel,BOA1,CA,CERTIFIED,89.49,81.00,89.91,95.33,Basic,
2025-11-26,2025-11-25,64-78812,VI,2025,JL. LINTAS TRANS KALIMANTAN KM.6,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,59.57,54.33,70.22,55.50,Basic,"Izin Prinsip, CCTV, Pelumas, APAR, Masa Berlaku APAR"
2025-11-26,2025-11-25,8A-99901,VIII,2025,JL. YOS SUDARSO NO.46,Kab Mimika,,SBM Papua Tengah II,BOA1,BOA2,NOT CERTIFIED,79.24,88.33,54.00,91.22,Basic,
2025-11-26,2025-11-25,14-212296,I,2025,"JL. DATUK LIMA PULUH, KEL. PULAU SE",Kab Batubara,,SBM Medan IV Fuel,BOA1,BOA2,NOT CERTIFIED,46.6,54.00,21.11,60.31,Basic,"Izin Prinsip, Masa Berlaku APAR, APAR, CCTV, Pelumas"
2025-11-26,2025-11-25,64-722003,VI,2025,JL DESA KELSUNGAI DUA,Kab Tanah Bumbu,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,87.56,80.00,100.00,83.90,Basic,"Izin Prinsip, APAR, Pelumas"
2025-11-26,2025-11-25,24-334109,II,2025,"Jl. Balai Selatan, Desa Mayang, Kelapa Kampit, Belitung Timur",Kab Belitung Timur,DODO,SBM Babel II,BOA2,CA,CERTIFIED,92.84,87.33,94.96,95.43,Basic,
2025-11-25,2025-11-25,64-78802,VI,2025,JEMBATAN PAWAN 1. KETAPANG,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,31.02,0.00,20.31,61.41,Basic,"Trims, Izin Prinsip, HP, Salam, APAR, Produk JBU, Pelumas"
2025-11-25,2025-11-25,64-78807,VI,2025,DS. TANAH MERAH KEL. SUNGAI KELIK K,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,66.61,57.33,78.72,64.15,Basic,"Pelumas, APAR, Masa Berlaku APAR, Izin Prinsip"
2025-11-25,2025-11-25,64-78805,VI,2025,"JL.JEND.A.YANI, KEC.DELTA PAWAN",Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,65.68,75.00,72.59,53.02,Basic,"APAR, Izin Prinsip, HP, Pelumas, Masa Berlaku APAR, CCTV"
2025-11-26,2025-11-25,74-93709,VII,2025,JL. WOLTER MONGINSIDI NO.144,Kota Bau Bau,,SBM Sultra I,BOA1,BOA2,NOT CERTIFIED,52.71,50.00,69.49,41.12,Basic,"Grounding, APAB, Pelumas, CCTV, Izin Prinsip, APAR, Masa Berlaku APAR"
2025-11-25,2025-11-25,54-63109,V,2025,Jl. PB Sudirman Caruban Kab. Madiun,Kab Madiun,DODO,SBM Kediri III Fuel,BOA1,CA,CERTIFIED,90.3,82.00,100.00,89.27,Basic,
2025-11-25,2025-11-25,64-78816,VI,2025,JL. TRANS KALIMANTAN RT.03/02 DSN.,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,83.91,75.00,91.38,85.00,Basic,"Pelumas, Izin Prinsip"
2025-11-26,2025-11-25,84-99905,VIII,2025,JL.CENDERAWASIH - KWAKI TIMIKA,Kab Mimika,,SBM Papua Tengah II,BOA1,BOA2,NOT CERTIFIED,93.29,87.00,100.00,93.04,Basic,Izin Prinsip
2025-11-26,2025-11-25,64-72118,VI,2025,JL. POROS KODECO KM.06 RT.009/00 SA,Kab Tanah Bumbu,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,80.99,64.67,92.70,84.45,Basic,"Salam, Izin Prinsip, Pelumas"
2025-11-25,2025-11-24,34-40242,III,2025,JLKHWAHID HASYIM (KOPO) NO288,Kota Bandung,,SBM Bandung I Fuel,BOA1,CA,CERTIFIED,91.23,84.67,94.68,93.21,Basic,
2025-11-25,2025-11-24,63-78101,VI,2025,JL. PROF M YAMIN KEL. KOTABARU KEC.,Kota Pontianak,,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,86.12,80.00,95.21,83.91,Basic,"Pelumas, Izin Prinsip"
2025-11-26,2025-11-24,24-313136,II,2025,Jl. Lintas Prabumulih Muara Enim ( PT.KBU ),Muara Enim,,SBM Sumsel II Fuel,BOA1,BOA2,NOT CERTIFIED,64.58,63.33,58.52,69.47,Basic,"APAR, Izin Prinsip, Pelumas"
2025-11-25,2025-11-24,64-78803,VI,2025,JLN.KETAPANG-SUKADANA RT.01 DS.SEI.,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,63.92,46.67,81.51,63.37,Basic,"APAR, Izin Prinsip, Pelumas"
2025-11-26,2025-11-24,24-334160,II,2025,Jl. Jendral Sudirman BP 10 RT.035 R,Kab Belitung,,SBM Babel II,BOA1,BOA2,NOT CERTIFIED,65.62,48.00,70.29,75.06,Basic,"HP, Pelumas, Izin Prinsip"
2025-11-26,2025-11-24,74-92719,VII,2025,DESA POLEONRO KEC LIBURENG,Kab Bone,,SBM Sulselbar II Fuel,BOA1,BOA2,NOT CERTIFIED,74.92,61.67,90.92,72.09,Basic,"Grounding, Pelumas, Izin Prinsip"
2025-11-26,2025-11-24,74-93602,VII,2025,LOKASI KELURAHAN RAHA II KEC.KECAMA,Kab Muna,,SBM Sultra I,BOA1,BOA2,NOT CERTIFIED,61.2,59.00,66.45,59.32,Basic,"Pelumas, Izin Prinsip"
2025-11-25,2025-11-24,64-74601,VI,2025,"Jl negara simpang kete, kab lamandau",Kab Lamandau,,SBM Kalteng II Fuel,BOA1,BOA2,NOT CERTIFIED,70.88,62.67,79.21,70.20,Basic,"CCTV, Pelumas, Masa Berlaku APAR, Izin Prinsip"
2025-11-25,2025-11-24,34-17105,III,2025, JLRYPEKAYON,Kota Bekasi,,SBM Karawang I Fuel,BOA1,CA,CERTIFIED,87.68,86.33,92.14,85.12,Basic,
2025-11-25,2025-11-24,54-63105,V,2025,Jl. Mayjend Panjaitan Madiun,Kota Madiun,DODO,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,71.75,59.33,83.25,72.15,Basic,"Grounding, Produk JBU, APAB, APAR, Pelumas"
2025-11-25,2025-11-24,64-72107,VI,2025,LOKASI DESA KERSIK PUTIH,Kab Tanah Bumbu,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,66.97,55.67,90.80,57.38,Basic,"Pelumas, Izin Prinsip, APAR, Masa Berlaku APAR"
2025-11-25,2025-11-24,64-78813,VI,2025,JL. BRIGJEND KATAMSO KEL. SUKAHARJA,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,63.67,51.67,84.87,56.42,Basic,"Masa Berlaku APAR, Grounding, Izin Prinsip, Pelumas, APAR"
2025-11-26,2025-11-24,24-322146,II,2025,"Jalan raya pulau beringin, Ds Gunung Terang, Kec. Buay Sandang Aji", Kab Ogan Komering Ulu (OKU) Selatan,,SBM Sumsel III Fuel,BOA1,BOA2,NOT CERTIFIED,64.38,50.67,65.02,74.61,Basic,"Izin Prinsip, HP, Pelumas"
2025-11-25,2025-11-24,54-84106,V,2025,DS TIMU KEC BOLO SILA,Kab Bima,,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,78.91,70.67,82.18,82.44,Basic,APAR
2025-11-25,2025-11-24,64-78808,VI,2025,JL. RY. SIDUK KUALA SATONG MATAN,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,53.14,29.67,63.78,62.31,Basic,"Masa Berlaku APAR, APAB, CCTV, Nol, Izin Prinsip, Trims, Pelumas"
2025-11-26,2025-11-24,74-93605,VII,2025,JL. JATI NO.26 RAHA I,Kab Muna,,SBM Sultra I,BOA1,BOA2,NOT CERTIFIED,57.46,44.00,70.48,57.58,Basic,"Pelumas, APAB, Nol, Izin Prinsip"
2025-11-25,2025-11-24,74-94601,VII,2025,DESA BETELEME KEL BETELEME KEC LE,Kab Morowali Utara,,SBM Sulteng II Fuel,BOA1,BOA2,NOT CERTIFIED,78.81,71.33,83.18,80.61,Basic,Izin Prinsip
2025-11-24,2025-11-24,34-17415,III,2025,JLRYHANKAM RT6/8 No246,Kota Bekasi,,SBM Karawang I Fuel,BOA1,CA,CERTIFIED,93.06,86.33,100.00,92.90,Basic,
2025-11-25,2025-11-24,54-63307,V,2025,DESA REJOMULYO KEC.KARANGMOJO,Kab Magetan,DODO,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,50.29,50.67,62.41,40.77,Basic,"APAB, Pelumas, HP, Izin Prinsip, Masa Berlaku APAR, DU Dispenser, APAR"
2025-11-25,2025-11-24,64-74602,VI,2025,"jalan trans Kalimantan Km 3, kec bulik, kab lamandau",Kab Lamandau,,SBM Kalteng II Fuel,BOA1,BOA2,NOT CERTIFIED,70.95,54.33,83.45,74.02,Basic,"APAR, Pelumas, CCTV, Izin Prinsip"
2025-11-25,2025-11-24,64-78819,VI,2025,"DESA SUNGAI AWAN KIRI, KEC. MUARA P",Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,89.22,88.00,94.96,85.84,Basic,"Izin Prinsip, Pelumas"
2025-11-25,2025-11-24,54-63102,V,2025,Jl. Urip Sumoharjo Madiun,Kota Madiun,DODO,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,73.61,61.67,86.89,72.27,Basic,"Pelumas, Produk JBU"
2025-11-25,2025-11-24,54-84107,V,2025,JL BUYA HAMKA DSN SARAE KEL RABA,Kab Bima,,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,50.83,48.00,23.05,74.08,Basic,"Salam, APAR"
2025-11-25,2025-11-24,64-788018,VI,2025,JL. RAHADI ISMAIL DESA PADANG KEC.,Kab Ketapang,,SBM Kalbar III Fuel,BOA1,BOA2,NOT CERTIFIED,72.75,71.33,88.29,61.06,Basic,"APAR, Izin Prinsip, Pelumas, Masa Berlaku APAR, Grounding"
2025-11-25,2025-11-24,54-80702,V,2025,"JL. RAYA GUNAKSA, DS. SEMPALAN KELO",Kab Klungkung,,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,82.18,76.33,87.54,82.59,Basic,APAR
2025-11-26,2025-11-24,44-50723,IV,2025,"Jl. Salatiga - Kedungjati, Kel. Pakis, Kec. Beringin",Kab Semarang,,SBM Semarang I Fuel,BOA1,CA,CERTIFIED,94.24,82.00,100.00,99.12,Basic,
2025-11-25,2025-11-24,74-94621,VII,2025,JL RAYA KOLONEDALE KEL KOROLOLAMA,Kab Morowali Utara,,SBM Sulteng II Fuel,BOA1,BOA2,NOT CERTIFIED,71.73,68.33,71.89,74.05,Basic,"Izin Prinsip, Grounding, HP"
2025-11-25,2025-11-24,64-721010,VI,2025,JL.LINTAS PROVINSI RT.001 DS.SENGAY,Kab Kotabaru,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,57.66,51.33,68.87,53.79,Basic,"CCTV, Pelumas, APAR, Izin Prinsip, Masa Berlaku APAR, HP"
2025-11-24,2025-11-22,74-92310,VII,2025,"DESA EMPOANG SELATAN, KEC BINAMU,",Kab Jeneponto,,SBM Sulselbar II Fuel,BOA1,BOA2,NOT CERTIFIED,85.65,82.33,75.72,95.70,Basic,Izin Prinsip
2025-11-23,2025-11-22,54-63118,V,2025,Ds. Glonggongan Kec. Dolopo Kab. Madiun,Kab Madiun,,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,52.92,67.33,25.09,62.93,Basic,"Pelumas, Produk JBU, Masa Berlaku APAR"
2025-11-23,2025-11-22,64-72109,VI,2025,JL. RAYA STAGEN DESA STAGEN KEC.P.L,Kab Kotabaru,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,59.02,54.67,68.38,55.61,Basic,"Pelumas, DU Dispenser, Masa Berlaku APAR, Izin Prinsip, CCTV"
2025-11-24,2025-11-22,54-84103,V,2025,JLGAJAHMADA PENATO'I,Kota Bima,,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,61.82,49.67,63.34,69.30,Basic,"Pelumas, APAR, Salam, Izin Prinsip"
2025-11-23,2025-11-22,64-75308,VI,2025,JLPOROS SAMARINDA-BONTANG KM80,Kab KutaiKartanegara,,SBM Kaltimut II Fuel,BOA1,CA,CERTIFIED,92.19,85.67,100.00,91.03,Basic,
2025-11-26,2025-11-22,24-373100,II,2025,JL. RAYA LINTAS MERANGIN KEC.SUNGAI,Kab Merangin,,SBM Jambi II Fuel,BOA1,CA,CERTIFIED,94.06,87.33,94.96,98.50,Basic,
2025-11-25,2025-11-22,73-91601,VII,2025,DESA PONRANGAE KEC PITU RIAWA,Kab Sidrap,,SBM Sulselbar III Fuel,BOA1,BOA2,NOT CERTIFIED,76.29,70.00,73.56,83.09,Basic,Pelumas
2025-11-25,2025-11-22,74-92309,VII,2025,"JL POROS TAKALAR JENEPONTO, KELBE",Kab Jeneponto,,SBM Sulselbar II Fuel,BOA1,BOA2,NOT CERTIFIED,70.35,61.67,71.54,76.29,Basic,"Pelumas, Izin Prinsip"
2025-11-24,2025-11-22,34-41353,III,2025,"JL.LINGKAR LUAR KARAWANG DS.KEPUH 2 KARANG PAWITAN BRT, KARAWANG",Kabupaten Karawang,DODO,SBM Karawang II Fuel,BOA1,CA,CERTIFIED,93.79,85.00,100.00,95.82,Basic,
2025-11-26,2025-11-22,14-256563,I,2025,DS. SINDANG SILAUT PESISIR,Kab Pesisir Selatan,,SBM Sumatera Barat I Fuel,BOA1,BOA2,NOT CERTIFIED,46.24,44.67,42.26,50.37,Basic,"APAR, HP, CCTV, Izin Prinsip, Salam, APAB, Masa Berlaku APAR, Pelumas"
2025-11-25,2025-11-22,74-91510,VII,2025,DESA LETAWA KEC. SARJO,Kab Pasangkayu,,SBM Sulselbar V Fuel,BOA1,BOA2,NOT CERTIFIED,47.42,29.00,57.84,52.97,Basic,"Trims, APAR, Pelumas, Masa Berlaku APAR, Izin Prinsip, Nol, Salam, APAB"
2025-11-23,2025-11-22,64-71308,VI,2025,JL. DESA GAMBAH KEC. BARABAI,Kab Hulu Sungai Teng,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,69.55,50.67,89.84,67.95,Basic,"Izin Prinsip, APAR, Pelumas"
2025-11-23,2025-11-22,64-72108,VI,2025,"JL.BERANGAS, DESA BAHARU UTARA",Kab Kotabaru,,SBM Kalsel III Fuel,BOA1,BOA2,NOT CERTIFIED,53.26,59.00,52.76,49.35,Basic,"Pelumas, Masa Berlaku APAR, Izin Prinsip, APAR, APAB"
2025-11-24,2025-11-22,54-80803,V,2025,JL. RAYA DESA SUBAGAN,Kab Karangasem,,SBM Bali III Fuel,BOA1,BOA2,NOT CERTIFIED,89.68,82.33,100.00,87.25,Basic,APAR
2025-11-24,2025-11-22,73-94605,VII,2025,JL TRANS SULAWESI KEL PUSUNGI KEC,Kab Tojo Una-Una,,SBM Sulteng II Fuel,BOA1,BOA2,NOT CERTIFIED,35.83,52.33,8.15,44.22,Basic,"CCTV, APAR, Masa Berlaku APAR, Pelumas, DU Dispenser, Izin Prinsip, APAB"
2025-11-22,2025-11-21,54-80121,V,2025,JL. IMAM BONJOL NO. 511,Kota Denpasar,,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,78.97,75.67,89.18,73.35,Basic,
2025-11-22,2025-11-21,64-79102,VI,2025,JL. ALIANYANG SINGKAWANG,Kota Singkawang,,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,68.25,63.33,87.92,57.11,Basic,"Izin Prinsip, APAR, Pelumas, HP, Masa Berlaku APAR"
2025-11-22,2025-11-21,64-71507,VI,2025,JL. AHMAD YANI RT.1 KEL PADANG PANJ,Kab Tabalong,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,72.48,56.00,91.93,70.25,Basic,"Izin Prinsip, APAR"
2025-11-22,2025-11-21,54-84104,V,2025,JL SUKARNO HATTA,Kota Bima,,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,85.53,93.33,83.71,80.97,Basic,APAR
2025-11-22,2025-11-21,64-76116,VI,2025,KUALA SAMBOJA,Kab KutaiKartanegara,,SBM Kaltimut II Fuel,BOA1,BOA2,NOT CERTIFIED,63.84,62.67,68.87,60.50,Basic,"APAR, APAB, Pelumas, Izin Prinsip"
2025-11-22,2025-11-21,54-63410,V,2025,JL. SOMOROTO NGUMPUL,Kab. Ponorogo,,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,81.2,74.00,89.46,79.63,Basic,"Pelumas, APAR, Produk JBU"
2025-11-24,2025-11-21,74-91701,VII,2025,Jl. porors enrekang tator (kalosi desa kalimbo,kab enrekang,DODO,SBM Sulselbar III Fuel,BOA1,BOA2,NOT CERTIFIED,78.42,85.67,71.31,78.27,Basic,"Izin Prinsip, APAR, Pelumas"
2025-11-24,2025-11-21,74-93319,VII,2025,JL. POROS KENDARI-MOTAHA RT.000 RW.,Kab Konawe Selatan,,SBM Sultra II Fuel,BOA1,BOA2,NOT CERTIFIED,75.12,63.00,79.88,80.57,Basic,"Masa Berlaku APAR, Izin Prinsip, Pelumas"
2025-11-22,2025-11-21,54-80122,V,2025,JL. RAYA SESETAN  NO. 323,Kota Denpasar,,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,86.84,82.33,97.38,82.41,Basic,APAB
2025-11-24,2025-11-21,74-91519,VII,2025,DESA SARUDU KEC. SARUDU KAB. MAMUJU,Kab Pasangkayu,,SBM Sulselbar V Fuel,BOA1,BOA2,NOT CERTIFIED,48.69,60.67,14.38,65.52,Basic,"Izin Prinsip, CCTV, Pelumas"
2025-11-22,2025-11-21,64-79107,VI,2025,JL. RAYA SEI DURI,Kab Bengkayang,,SBM Kalbar I Fuel,BOA1,BOA2,NOT CERTIFIED,63.72,60.00,88.90,47.37,Basic,"APAR, Izin Prinsip, APAB, Pelumas, Masa Berlaku APAR"
2025-11-22,2025-11-21,64-71508,VI,2025,JL. RAYA TANJUNG BALIKPAPAN KEL. KA,Kab Tabalong,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,50.69,52.67,30.33,64.41,Basic,"CCTV, Pelumas, Masa Berlaku APAR, Izin Prinsip, APAR"
2025-11-22,2025-11-21,54-80116,V,2025,JL. BY PASS PESANGGARAN,Kota Denpasar,,SBM Bali I Fuel,BOA1,BOA2,NOT CERTIFIED,70.32,74.67,51.58,81.29,Basic,"Pelumas, CCTV"
2025-11-22,2025-11-21,63-701004,VI,2025,JL RE MARTADINATA NO 2A RT022 RW,Kota Banjarmasin,,SBM Kalsel I Fuel,BOA1,BOA2,NOT CERTIFIED,71.44,73.33,79.77,63.79,Basic,"APAR, Pelumas, Masa Berlaku APAR, Izin Prinsip"
2025-11-24,2025-11-21,74-92205,VII,2025,JL POROS GALESONG RT000 RW000 BO,Kab Takalar,,SBM Sulselbar II Fuel,BOA1,BOA2,NOT CERTIFIED,83.7,86.33,84.67,81.00,Basic,Pelumas
2025-11-22,2025-11-21,54-63406,V,2025,DS. SUMOROTO -  KEC. KAUMAN,Kab. Ponorogo,DODO,SBM Kediri III Fuel,BOA1,CA,CERTIFIED,92.78,84.00,100.00,93.83,Basic,
2025-11-26,2025-11-21,14-256561,I,2025,JL. RAYA PAINAN SALIDO NAGARI SALID,Kab Pesisir Selatan,,SBM Sumatera Barat I Fuel,BOA1,CA,CERTIFIED,94.66,85.67,100.00,97.50,Basic,
2025-11-22,2025-11-21,54-84105,V,2025,JL YOS SUDARSO NO1 - SAPE,Kab Bima,,SBM NTB II Fuel,BOA1,BOA2,NOT CERTIFIED,41.04,19.00,54.48,47.59,Basic,"APAR, Izin Prinsip, CCTV, DU Dispenser, Salam, Pelumas, Nol"
2025-11-24,2025-11-21,74-91512,VII,2025,LOKASI DESA SALUPANGKANG,Kab Mamuju Tengah,,SBM Sulselbar V Fuel,BOA1,BOA2,NOT CERTIFIED,55.92,61.00,23.92,75.76,Basic,"Pelumas, Izin Prinsip"
2025-11-22,2025-11-21,64-71502,VI,2025,LOKASI DS. PASAR PANAS RT:04 KELUA,Kab Tabalong,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,40.61,22.33,32.81,58.93,Basic,"Pelumas, Salam, APAR, Izin Prinsip"
2025-11-22,2025-11-21,64-70617,VI,2025,"JL. SEKUMPUL KEL. BINGLU, KEC. MART",Kab Banjar,,SBM Kalsel I Fuel,BOA1,BOA2,NOT CERTIFIED,63.61,61.67,70.48,59.82,Basic,"APAR, Izin Prinsip, Pelumas, Masa Berlaku APAR"
2025-11-24,2025-11-21,74-95814,VII,2025,"LINGKUNGAN III RT08 SAWANG BENDAR,",Kab Kep Sangihe,,SBM Sulutgo I Fuel,BOA1,BOA2,NOT CERTIFIED,55.13,59.33,18.65,79.51,Basic,"DU Dispenser, Izin Prinsip"
2025-11-22,2025-11-20,63-707002,VI,2025,"JL. GUBERNUR SYARKAWI, KEL. LANDASA",Kota Banjarbaru,,SBM Tegal IV Fuel,BOA1,BOA2,NOT CERTIFIED,61.21,49.00,63.88,68.21,Basic,"Izin Prinsip, Pelumas, APAR, Masa Berlaku APAR"
2025-11-22,2025-11-20,64-715005,VI,2025,"JL. BASUKI RAHMAT RT.003, KEL.HIKUN",Kab Tabalong,,SBM Kalsel II Fuel,BOA1,BOA2,NOT CERTIFIED,55.36,44.00,48.63,68.13,Basic,"Pelumas, Izin Prinsip, APAR, Masa Berlaku APAR, HP"
2025-11-24,2025-11-20,34-16319,III,2025,"JL.RY PENGASINAN, ARCO",Kab Bogor,,SBM Jabode V Fuel,BOA1,BOA2,NOT CERTIFIED,45.14,27.33,24.58,73.19,Basic,"Nol, Trims, Izin Prinsip, Masa Berlaku APAR, Pelumas, CCTV, Salam, APAR"
2025-11-22,2025-11-20,74-91504,VII,2025,DESA TOPOYO KEC. TOPOYO,Kab Mamuju Tengah,,SBM Sulselbar V Fuel,BOA1,BOA2,NOT CERTIFIED,63.13,54.00,76.94,59.60,Basic,"DU Dispenser, Izin Prinsip, Pelumas, CCTV"
2025-11-22,2025-11-20,54-63418,V,2025,Jl. Juanda Ds. Tonatan,Kab. Ponorogo,DODO,SBM Kediri III Fuel,BOA1,BOA2,NOT CERTIFIED,58.17,71.67,39.47,62.06,Basic,"Pelumas, CCTV, Produk JBU, Masa Berlaku APAR, APAB"
2025-11-24,2025-11-20,34-16301,III,2025,JL.RY PARUNG,Kab Bogor,,SBM Jabode V Fuel,BOA1,BOA2,NOT CERTIFIED,64.05,56.67,53.39,76.84,Basic,"Masa Berlaku APAR, Pelumas, APAR"
2025-11-26,2025-11-20,14-206197,I,2025,DESA LIMBONG DO LOK MERAWAN,Kab Serdang Bedagai,,SBM Medan II Fuel,BOA1,BOA2,NOT CERTIFIED,34.77,10.00,34.59,53.29,Basic,"APAR, Trims, Izin Prinsip, CCTV, Salam, Masa Berlaku APAR, Pelumas, Nol"
2025-11-22,2025-11-20,44-52312,IV,2025,JLRAKARTINI DSKEBOHIJAU KECPETA,Kab Pemalang,,SBM Tegal II Fuel,BOA1,BOA2,NOT CERTIFIED,77.1,73.67,91.67,67.84,Basic,"APAR, APAB, HP, Pelumas, Izin Prinsip"
2025-11-22,2025-11-20,64-76201,VI,2025,JL.PROPINSI KM.004 RT.10 TEPIAN BAT,Kab Paser,,SBM Kaltimut I Fuel,BOA1,BOA2,NOT CERTIFIED,61.81,59.33,77.33,51.72,Basic,"APAR, Pelumas, Izin Prinsip, Masa Berlaku APAR, APAB"
2025-11-26,2025-11-20,24-32159,II,2025,"Jalan Raya Baturaja, Pulau Panggung",Kab Muara Enim,,SBM Sumsel II Fuel,BOA1,BOA2,NOT CERTIFIED,54,36.67,76.54,50.10,Basic,"APAB, APAR, Nol, Masa Berlaku APAR, Izin Prinsip, Salam, Pelumas"
2025-11-22,2025-11-20,73-91518,VII,2025,"JL. DAENG MACIRRINAE, KECAMATAN TOB",Kab Mamuju Tengah,,SBM Sulselbar III Fuel,BOA1,BOA2,NOT CERTIFIED,75.97,56.00,83.45,85.82,Basic,"Izin Prinsip, Pelumas"
